,Review,Predicted Sentiment,Positive %,Neutral %,Negative %
2201,dont like really strong coffee trying dozen different kcups choice maybe kcup bu...,Negative,16.6%,26.5%,56.9%
2202,coffee kick personally care even though like bold rich taste im sure lots navy g...,Negative,4.4%,16.6%,79.0%
2203,product alright love lentil couscous one one bit salty good great product fly...,Neutral,21.0%,77.7%,1.2%
2204,simply excellent great tasting works using months success highly recommend produ...,Negative,27.4%,6.5%,66.1%
2205,satisfied purchase davidsons pure org hibiscus flowers amazon read drinking hibi...,Positive,87.5%,5.1%,7.4%
2206,im glad found month old puppy going bag chew sticks day hour one bones halfway c...,Positive,56.9%,38.6%,4.5%
2207,live small property couple acres occasionally summertime one kids leave back doo...,Positive,70.1%,20.4%,9.5%
2208,totaly satisfied order blue buffalo dry dogbr food senior pet owner delivered to...,Negative,23.8%,34.3%,42.0%
2209,youre looking quality coldpressed coconut oil one stay away first opened looked ...,Neutral,1.8%,51.0%,47.2%
2210,product arrived timely manner store showcase packaging good quality exactly expe...,Neutral,20.4%,72.9%,6.8%
2211,aware price local stores product walgreens exact almonds lessper bag week delici...,Negative,6.7%,15.1%,78.2%
2212,love paul newman offense man male cat truly believe food caused get crystals won...,Neutral,26.5%,58.0%,15.5%
2213,yellow lab loves food like get doesnt come running thats perfect indication pull...,Neutral,25.9%,51.1%,23.0%
2214,like tasty give stars lot cloves might personal test anyway suppose spicy...,Negative,41.4%,13.6%,45.0%
2215,gritty sour sweet taste turns powder instead melting mouth ingredients powdered ...,Neutral,19.7%,66.6%,13.7%
2216,tastes really nice preservatives artificial ingredients coconut water sweet n so...,Neutral,19.4%,71.3%,9.3%
2217,mothers day flowers daughter delivered friday mothers day lots time daughter del...,Negative,3.4%,12.7%,83.8%
2218,surprised pleased received glass bottle rather plastic know nature fulfillment s...,Positive,52.7%,45.3%,2.0%
2219,like spice like siracha bulk set awesome use lot stuff house...,Neutral,8.2%,69.4%,22.4%
2220,tried tea introduction rooibos excited hearing benefits rooibos dissapointment t...,Positive,60.4%,10.3%,29.2%
2221,started purchasing alternative organic milk due radiation fukushima showing us m...,Neutral,7.4%,57.6%,35.0%
2222,wisdom natural brands stevia dark concentrate chocolate lovers answer taste with...,Negative,17.2%,4.1%,78.7%
2223,seeing jamaican coffee label assumed would strong brew actuality relatively weak...,Neutral,18.5%,48.0%,33.5%
2224,received incorporated ground seed latest batch mustard sauce tell aroma great ba...,Positive,77.8%,15.1%,7.1%
2225,family eats taco bell rare occasion ive never big fan food sauces hand ive alway...,Neutral,4.3%,79.3%,16.3%
2226,crystals definitely one best hot sauces market youre asking whether worth hot sa...,Positive,86.9%,4.8%,8.3%
2227,cat went mourning dog died wouldnt eat friend gave tin try got back track ordere...,Positive,94.4%,0.9%,4.7%
2228,sayor rather would dog say loves cet dog chews expects every day part daily rout...,Negative,35.8%,7.0%,57.2%
2229,great tasting mix protein shake morning mix wheat pancakes weekend...,Neutral,31.0%,61.4%,7.6%
2230,found package good trick treaters bad found something yum...,Negative,12.7%,26.3%,61.1%
2231,love use cheese topping macaroniandcheese cant easily get product pacific northw...,Negative,28.2%,23.8%,48.0%
2232,href francisco bay coffee one cup rainforest blend countabr br tirelessly search...,Positive,41.8%,20.4%,37.8%
2233,first introduced bakery main local gf food fair still learning stages finding gf...,Positive,39.9%,25.4%,34.7%
2234,ordered days ago havent used yet like sellers attention customer care thanks way...,Positive,65.8%,28.8%,5.4%
2235,makes great gift lovely year young brit hasnt home years oooos aaahs make worth ...,Negative,22.6%,7.8%,69.6%
2236,well ordered product box mis marked recieved wrong item called explained custome...,Negative,5.7%,40.0%,54.3%
2237,got hooked air force sent europe taken years find...,Negative,14.1%,8.6%,77.2%
2238,loved gday gourmet tuna tomato onion salsa tomato since available ordered safcol...,Positive,70.0%,10.0%,20.0%
2239,let start saying expect get bag huge bags really great pricebr br love granola e...,Neutral,3.5%,80.0%,16.6%
2240,acidophilus makes yogurt bit tart starter without starter makes nice creamy yogu...,Negative,5.7%,11.5%,82.8%
2241,use thickener make marinara sauce nothing best organic full nutrients get produc...,Neutral,17.9%,46.2%,35.9%
2242,aquire taste way olives cured willing try hang well worth though already prepare...,Neutral,7.6%,46.4%,46.0%
2243,recently bought ounce home popper read favorable reviews prepackaged kernels coc...,Positive,82.6%,14.0%,3.3%
2244,im glad found mix recipe try loved cant get enough scones get compliments time...,Negative,4.1%,44.6%,51.3%
2245,first turned onto product review cooks illustrated whose american test kitchen r...,Positive,69.6%,13.7%,16.7%
2246,horizon best milk kids taste smooth medicine like others would go without...,Positive,48.2%,28.9%,22.9%
2247,coconut oil product nothing short amazing makes delicious body moisturizer flavo...,Negative,27.5%,33.0%,39.5%
2248,cats grain free dry food decided add wholesome grain free canned food wellness s...,Negative,28.2%,20.3%,51.4%
2249,dog loves food seems new found energy love price compared healthy foods cant bea...,Positive,63.5%,24.6%,12.0%
2250,keep toddlers hydrated happy car waiting smoothies pouch style combines ability ...,Neutral,11.3%,48.1%,40.6%
2251,ive used liquid paste color past product seems somewhere use quite bit substance...,Neutral,5.4%,58.5%,36.1%
2252,friend told product healthconscious comes food kids one kids allergy also lookin...,Positive,64.2%,28.6%,7.2%
2253,little guy loves things given choice chips regular dog biscuits chooses every ti...,Positive,84.1%,9.9%,6.0%
2254,wasnt totally sure expect received coconut sugar receive two bags sugar one labe...,Neutral,37.1%,57.9%,5.0%
2255,oh good cat foodbr ever opened friskies gagged awful smell cat eat thatbr cat fo...,Neutral,8.3%,90.8%,1.0%
2256,stuff really works wouldnt able get hour shift without bottle light...,Negative,9.8%,15.3%,74.8%
2257,yorkie loves treats however get much cheaper walmart paid regular often find cou...,Negative,7.6%,13.1%,79.3%
2258,vanilla sugar nowhere description specify ingredient list label isnt real thing ...,Negative,3.4%,7.6%,88.9%
2259,cant beat subscribe save discount coffees ordering two months really love taste ...,Negative,9.0%,23.1%,67.9%
2260,recently nueskes favorite bacon perfectly sliced lean strips heavenly taste arom...,Negative,31.1%,23.0%,45.9%
2261,go alot bags great love colors size perfect medium sized dog lbs work great bags...,Positive,72.1%,8.9%,19.0%
2262,absolutely love brand bars enjoyed particular item daughter wont hardly eat brea...,Negative,30.4%,13.0%,56.6%
2263,say saysbr need quick startbr accomplishes task...,Negative,26.1%,15.3%,58.6%
2264,biscuits delicious ordered packs whole family loves ordering today great hot cup...,Negative,5.9%,30.8%,63.3%
2265,donut house coffee wonderful husband wanted something lighter mornings loves pri...,Neutral,18.4%,66.0%,15.6%
2266,danielle coconut chips absolutely outstanding typically dont like coconut mostly...,Neutral,13.0%,78.1%,8.9%
2267,great change tortilla chips tasty bland like blue chips salty bit healthier simi...,Positive,49.3%,24.1%,26.5%
2268,liked seasons norwegian brisling sardines olive oil thought id give another flav...,Neutral,2.2%,50.2%,47.6%
2269,thats really needs said except real mean straight fresh coconut...,Positive,79.1%,13.5%,7.4%
2270,instructions packaging could find first put pod k cup machine k cup machines tas...,Neutral,40.9%,53.4%,5.7%
2271,tassimo maxwell coffee maxwell cafe collectionbr choice house matter choosing fi...,Negative,12.5%,4.2%,83.4%
2272,frequent reviewer using stuff long felt give feedback stuff make raging animal g...,Negative,35.8%,26.6%,37.6%
2273,nantucket blend favorite strong yet satisfying flavor tasted blend head start fi...,Negative,6.7%,32.9%,60.4%
2274,shadow wont touch cat food people food saw reviews thought would give temptation...,Negative,7.9%,26.7%,65.4%
2275,love productfast delivery makes horses coats shinyi even use dog also use horses...,Negative,26.3%,4.9%,68.9%
2276,two dogs probably ten nylabones laying around house one fight really one lays on...,Positive,48.3%,47.8%,3.9%
2277,love little plant eye catching vase great gift someone else arrived quickly inst...,Negative,34.5%,22.8%,42.8%
2278,husband happy please fast delivery thing would teach crew mails books know diffe...,Negative,18.7%,10.7%,70.6%
2279,love vendor decent price quick delivery also got free shipping great coffee deli...,Neutral,31.6%,46.5%,22.0%
2280,havent yet tried morels course gems litter three varieties ive tried great ounce...,Negative,34.4%,0.6%,65.0%
2281,ate local thai restaurant wife wanted badly finally got amazon amazing...,Negative,41.3%,8.9%,49.8%
2282,price right bulk order convenient rather purchasing small portions accomodations...,Positive,54.8%,2.4%,42.9%
2283,delicious wonderful coconut flavor afraid coffee would power coconut stands love...,Neutral,0.7%,66.1%,33.1%
2284,waste money item late package torn upand tea terrible good product opinion bad h...,Neutral,10.0%,86.4%,3.6%
2285,someone likes strong cup coffee brooklyn brand doesnt flavor great ends like tea...,Neutral,16.4%,58.2%,25.4%
2286,miniature dachshunds love toy favorite grab run dogs chasing play tug war give g...,Neutral,15.9%,74.0%,10.1%
2287,ordered dozen one third would qualify thick rest standard thickness find pet sto...,Negative,22.2%,33.9%,43.9%
2288,using litter subscribe save several months delighted product however latest ship...,Negative,19.7%,34.6%,45.7%
2289,purchased small sized bag holistic select many years cockapoo really likes food ...,Neutral,31.2%,56.5%,12.3%
2290,span classtiny length minsbr br spanthe expiration date months day bought produc...,Negative,13.7%,13.6%,72.7%
2291,weve served burgers used dip sauce mexican food place mayonnaise sandwiches huge...,Negative,4.8%,3.1%,92.1%
2292,tasty treat combination mint flavor chocolate chips make delectiblea href mering...,Positive,57.7%,41.0%,1.2%
2293,href golf bag cooler w free ice packsa used item one time material tore apart wo...,Negative,22.9%,17.3%,59.7%
2294,recently chance try flavors brand new davids signature beyond gourmet jelly bean...,Negative,34.4%,25.9%,39.7%
2295,eating nonnis biscottievery morning breakfast diagnosis celiac really doubtsi re...,Negative,20.1%,11.8%,68.1%
2296,dogs love food never leave trace happy healthy mix wellness super mix...,Positive,58.1%,35.0%,6.9%
2297,found rockstar juiced recently changed formula juice heartbroken instantly fell ...,Positive,40.5%,36.1%,23.4%
2298,dog loves chicken steak peanut butter booda bones hes fond spearmintpeppermint v...,Negative,2.1%,44.9%,53.1%
2299,starmark every flavor treats byfubr br puppy treat training plenty different tre...,Neutral,7.8%,76.1%,16.1%
2300,package arrived time expecting salt finely ground means something powdery salt l...,Negative,12.5%,10.5%,77.0%
2301,bit drama actually getting theyre popular backordered tried theyre really good w...,Positive,50.8%,25.7%,23.6%
2302,roland green fageolets france pretty good like fageolets fageolets tiny tender f...,Negative,4.1%,34.2%,61.7%
2303,taste good back nature granolas even posts pecan cereal bought packs unfortunate...,Neutral,27.0%,56.3%,16.7%
2304,ordered bags could get good assortment wrong bags sticked together like brick jo...,Negative,25.8%,36.0%,38.2%
2305,tried influenster delish also purchased became sons favorite snack love...,Positive,52.6%,0.4%,47.0%
2306,perfect choice chinese homesick like lipton milk tea tastes good love much...,Negative,3.4%,40.5%,56.1%
2307,im huge fan hersheys cookies creme bars theres always much white chocolate littl...,Negative,29.7%,9.4%,60.8%
2308,sampled many different varieties kcups keurig machine always seeking perfect ric...,Neutral,21.2%,50.8%,28.1%
2309,brother culinary chef used cherries birthday cake black forest cherry cakebr use...,Neutral,3.7%,91.8%,4.6%
2310,ordered bags york pieces wedding favors half bags melted amazon return policy fo...,Positive,62.4%,30.8%,6.8%
2311,cats really like variety cat food like much never leftovers try steal four prefe...,Negative,17.1%,37.3%,45.6%
2312,pancakes tasted good couldnt get mine rise nicely following recipe exactly modif...,Positive,41.6%,31.6%,26.7%
2313,excellent taste texture since par baked need bake minutes serving gf bread fresh...,Positive,72.7%,26.7%,0.6%
2314,nuts received stale three people tried agreed almonds bland bitter raw almonds f...,Positive,78.1%,13.7%,8.2%
2315,wonderful packaged jerky treats nothing questionable far tell would rather makin...,Positive,50.0%,43.2%,6.9%
2316,good quality fine leaf tea reasonable price great milk little sugarbr br youve n...,Negative,19.6%,1.6%,78.9%
2317,friend likes raisin bran breakfast cereal whole big box gets stale finish single...,Positive,43.6%,40.0%,16.4%
2318,weve reordered original potato popchips several times since first tried perfect ...,Negative,5.6%,44.7%,49.7%
2319,grams sugar calories ounces hansens wake people dont want death sugar zillion ca...,Neutral,42.9%,51.3%,5.9%
2320,new stevia sweetener ruined formerly favorite drink far cannot choke new stuff w...,Neutral,13.2%,71.7%,15.1%
