,Review,Predicted Sentiment,Positive %,Neutral %,Negative %
7442,popchips flavorful light greasy like lays regular potato chip softer pretzel pop...,Negative,16.9%,13.6%,69.5%
7443,ill honest want quick breakfast dont purchase oatmeal time spare dont mind waiti...,Positive,64.7%,15.4%,20.0%
7444,buy husband uses give managers manages good job snuck one day though werent yumm...,Neutral,18.7%,77.4%,4.0%
7445,expected chocolate topping chocolate mostly paste made dates favorite...,Negative,9.8%,21.3%,68.9%
7446,one thing love love eating something absolutely delicious knowing eating actuall...,Negative,33.1%,8.9%,58.0%
7447,chocolate coffees tried chocolate aroma taste really enjoy chocolate aroma dripp...,Neutral,12.0%,68.1%,19.9%
7448,bottle water better others bottled water good good clean taste always important ...,Neutral,30.8%,41.0%,28.1%
7449,hemp seeds great value searched around excellent price add nutty flavor salads a...,Negative,30.2%,21.4%,48.5%
7450,well packed fresh sealed double boxed brand fabulous parmesan garlic husbands fa...,Positive,51.1%,34.2%,14.7%
7451,ive reading amazing things cacao health benefits etc thought would purchase fami...,Positive,55.4%,28.8%,15.8%
7452,wanted try product unknown critter keeps going mulch around fruit trees strews m...,Positive,58.8%,27.5%,13.7%
7453,admit ive bad momma year old yorkies dental health could better recommendation f...,Neutral,33.9%,61.0%,5.2%
7454,coffee light qualify expresso name disappointed buy...,Negative,10.3%,27.5%,62.3%
7455,first let clear really like product yummy price good reason one star rating reor...,Positive,53.4%,2.7%,43.8%
7456,used buy product one box time local specialty market lot great product easy cook...,Neutral,36.2%,62.0%,1.8%
7457,wife tried several choices flavored coffees one seems favorite family several gu...,Positive,74.8%,24.0%,1.2%
7458,better low calorie chips ive ever prefer normal chips wonderful oprah even loves...,Negative,29.6%,24.9%,45.5%
7459,written company try get answer overcharged coffeebr recommend buying product liq...,Neutral,15.0%,72.8%,12.2%
7460,saffron hard find grocery stores expensive stock however thats misleading little...,Negative,39.8%,5.0%,55.2%
7461,pretty much says couldnt even stand touching ive bought pigs ears decades greasy...,Positive,44.5%,18.7%,36.9%
7462,dogs absolutely love bones little stinky first open bag dogs cant get enough wou...,Negative,19.4%,21.3%,59.3%
7463,chocoholic diabetic syrup solves lot problems use coffee even diet coke gives en...,Positive,52.4%,36.9%,10.7%
7464,olive oil use food allergies unadulterated one found...,Negative,18.0%,32.3%,49.7%
7465,product eg lb bag doubled price lbs bag strangely price lb bag remained unchange...,Neutral,22.8%,56.2%,21.0%
7466,hy im happy twinings green tea favorite twinings green gunpowder tea loose tea o...,Neutral,19.1%,53.9%,27.0%
7467,think price good since shipping fee taxes shake hold hours...,Positive,63.6%,7.7%,28.7%
7468,according manufacturers website many products contains menadione sodium bisulfit...,Negative,24.3%,33.1%,42.5%
7469,rating concept basket five stars however rating packaging one star birthday gift...,Negative,30.7%,12.7%,56.6%
7470,sorely disappointed purchase first box cans came terribly torn previously discar...,Neutral,5.2%,63.4%,31.4%
7471,perfect oolong really good actually went teavana tried monkey picked oolong supp...,Positive,64.0%,1.9%,34.1%
7472,love spice mix pork tacos line crockpot banana leaves pop pork shoulder skin rem...,Neutral,14.4%,70.6%,15.0%
7473,reading effect soy products thyroid system decided replace soy milk coconut milk...,Positive,63.5%,19.0%,17.6%
7474,great sugar tastes great cooks everything yet cooped gmo crowd producers well or...,Negative,24.7%,6.2%,69.2%
7475,use product making tiramisu prefer using made splenda opposed aspartame sugar fr...,Negative,3.0%,15.5%,81.5%
7476,wow olive flavor socked first bite great flavor little unusual tortilla chip lik...,Negative,38.6%,14.3%,47.1%
7477,would great baking making ice cream mints smashed beyond recognition...,Neutral,34.5%,61.1%,4.3%
7478,msg hormones antibiotics makes great purchase book two stars unfortunately givin...,Negative,31.1%,10.5%,58.4%
7479,good cake made wouldnt know box cake little disappointed find less duncan hines ...,Negative,26.5%,11.0%,62.5%
7480,last spring bought bag chichi pet store pretentious name phydeaux thrilled came ...,Positive,77.3%,21.2%,1.5%
7481,impressed flavor kind bland like cracker little fruit texture dry crumbly size k...,Negative,24.6%,8.5%,66.9%
7482,stumbled across chili glad great ball park deli style dogs came...,Negative,21.3%,37.9%,40.8%
7483,girlfriend eager try three foods like marshmallow coconut chocolatebr br candies...,Positive,38.3%,33.5%,28.2%
7484,couldnt wait taste coffee arrived immediately brewed cup smell like chocolate ta...,Neutral,19.6%,66.5%,13.9%
7485,got tea literally two days ago cant give five star yet suffer amenorrhea look im...,Negative,19.9%,33.4%,46.7%
7486,href oneone java pods love first sip medium roast coffee count boxes pack ai dis...,Positive,45.2%,28.6%,26.2%
7487,jars olives arrived efficiently effectively packed deliciousand flavor texture c...,Positive,48.8%,11.0%,40.3%
7488,always love coffee kind buy turn around time terrific weeks worth cups left orde...,Neutral,3.7%,59.2%,37.1%
7489,best tasting best mixing real results tried several protein products compare lab...,Positive,62.0%,34.5%,3.4%
7490,love texture crisps light delicate crunch airy feel chili lime flavor leave lot ...,Positive,51.4%,10.0%,38.6%
7491,taffy sweet enough would like little intensity flavors hoping toothfriendly salt...,Neutral,14.7%,61.8%,23.4%
7492,great coffee good price im subscription buyer buy month month say...,Neutral,18.7%,61.8%,19.5%
7493,friend bought us small container wild salmon livalittle treats eat nothing else ...,Negative,16.1%,11.6%,72.3%
7494,wonderful lunch meal filling taste great find flavor hot agree reviewer found mi...,Positive,63.5%,13.1%,23.4%
7495,getting dogs teeth cleaned vet gave dogs dogs went crazy give one daily addition...,Negative,28.1%,32.0%,39.9%
7496,im one resort hyperbole sunflower seed enthusiast seeds great fair every bag see...,Positive,41.1%,21.1%,37.9%
7497,pirates booty delicious low calorie cheddar snack individual bags come larger ba...,Negative,19.1%,13.6%,67.3%
7498,chips month away expiration date taste stale much flavorbr disappointed wonderin...,Positive,78.6%,6.0%,15.5%
7499,next series kristian regaacutele look sidebar right find othersbr br almost clea...,Neutral,24.0%,45.4%,30.6%
7500,christmas gift grandson huge hit likes hotter ther better got approval course na...,Neutral,28.6%,63.3%,8.1%
7501,wow looked local grocery stores didnt find seasoned pepper got amazon poof order...,Positive,51.2%,43.9%,4.9%
7502,thought ordering large sugar crystals used top products like fruit turnovers sol...,Neutral,17.4%,74.7%,7.9%
7503,hi received coffee way projected arrival date bags sealed properly immediately g...,Neutral,32.8%,48.1%,19.1%
7504,best potato chips ive ever best price ive ever paid service respectable shipping...,Positive,68.3%,12.3%,19.4%
7505,dogs love treatschews keep dogs teeth cleaned love know get home work every nigh...,Positive,52.7%,33.6%,13.7%
7506,like snacks healthier alternative options almonds great way go particular almond...,Negative,27.0%,3.4%,69.6%
7507,several friends family members food allergies gluten dairy effect ability eat de...,Neutral,43.3%,53.7%,3.0%
7508,food actually quick decent great keeping hand emergency quick lunch food actuall...,Neutral,33.6%,49.9%,16.5%
7509,great like raisins wife good get...,Neutral,0.6%,52.6%,46.8%
7510,tried original yummy sure flavors goodbr amazing texture flavor hooked...,Neutral,2.3%,93.0%,4.7%
7511,like href premium organic chamomile herbal tea tea bags count boxes pack abecaus...,Positive,71.7%,5.8%,22.5%
7512,href rice sides herb butter ounce packages pack abr long time ago good product k...,Positive,63.7%,14.4%,21.9%
7513,made country white version fleischmanns simply homemade knead bread amazing crus...,Positive,48.4%,47.6%,4.0%
7514,illy canned cappuccino made arabica beans lowfat milk sugar cocoa chemicals cont...,Negative,26.8%,18.3%,54.8%
7515,five cats buying premium cat food get expenive dont feel comfortable feeding bel...,Negative,19.6%,3.3%,77.1%
7516,yummy healthy dont necessarily always go together sentence grilled cheese puffs ...,Positive,62.7%,32.0%,5.3%
7517,ordered several deer antlers different sources best value received based size co...,Neutral,18.7%,45.5%,35.8%
7518,almonds fresh tasting cinnamon adds extra bonus goodness almonds great flavor ke...,Neutral,21.4%,52.8%,25.8%
7519,work small grocery store ordered item suggestion customer got around trying one ...,Neutral,16.4%,67.6%,16.0%
7520,nice whole grain cereal year old son already knows hearts say love favoritebr br...,Positive,41.0%,18.4%,40.7%
7521,love love love smell coffee packs got opened honestly aroma amazing one best sme...,Neutral,30.3%,57.0%,12.7%
7522,mom liked tea changs seems bit watered home even doubled flavor nice sweet flowe...,Positive,45.9%,38.0%,16.2%
7523,purchased product gift mom simply loves cocoa local supermarket purchased cocoa ...,Negative,11.4%,12.6%,76.0%
7524,living rural area one grocery chain offering limited selection wonderful find wh...,Neutral,39.5%,60.2%,0.3%
7525,colleague ordered fire balls smaller mine im sure size prefer taste burn factor ...,Neutral,34.5%,44.6%,21.0%
7526,really thought would hot wasnt thick creamy consistency slightest tang smooth fl...,Neutral,13.9%,84.6%,1.5%
7527,usually purchase store around per package subscribe save really save money excel...,Positive,49.2%,46.3%,4.5%
7528,decided give try since discussion healthierless fattening peanuts love weight is...,Negative,35.4%,21.5%,43.1%
7529,love man cave basement popcorn machine friends family love popcorn pop use nothi...,Neutral,13.5%,69.0%,17.5%
7530,thought similar jack links peppered beef jerky boy wrong stuff like eating pure ...,Positive,45.3%,19.2%,35.5%
7531,heard flavor happy find excited try maybe hype maybe expected much spam flavor f...,Positive,69.4%,7.9%,22.7%
7532,cherry pie favorite right combination sweet tart keep hand im go need available ...,Neutral,43.3%,55.4%,1.3%
7533,instant coffee kcup brewed coffee like rest kcupsbr taste terriblebr buy coffee...,Negative,22.1%,8.6%,69.4%
7534,got surprise mail last week wanted write spicezoncom immediately last months ord...,Neutral,29.0%,42.7%,28.3%
7535,review make sound really stupid whatever dont really care long people find whats...,Negative,20.0%,38.9%,41.1%
7536,darjeeling delightful tea served either piping hot ice cold buying bulk amazon s...,Neutral,29.0%,66.2%,4.8%
7537,started using truvia conjunction hcg diet surprisingly tastes great truvia sweet...,Positive,59.0%,4.2%,36.9%
7538,got product time expected place multiple orders never problem...,Negative,17.0%,28.2%,54.8%
7539,three dogs love previous review price good difficult time finding large bags sin...,Neutral,7.3%,60.3%,32.4%
7540,salty much crunchy sufficient amount nutrition dont waste saladsjust eat right b...,Negative,8.1%,9.9%,82.0%
7541,ordered coffee taste leaves unfinished taste falls short satisfying cup coffee g...,Negative,17.4%,11.6%,71.1%
7542,ive purchased jbmc whole beans different roasters years wanted share experience ...,Negative,25.2%,8.8%,66.0%
7543,love coffee couldnt find live ordered line february february already thank much ...,Negative,35.1%,16.8%,48.1%
7544,husband twocupaday coffee drinker really likes flavor highly recommend enjoy fla...,Neutral,7.1%,70.7%,22.2%
7545,light tasty snack favorite classic sea salt amazing love theyre awesome...,Negative,26.9%,29.0%,44.2%
7546,find baker friend give away lot seeds come mylar bags incredibly fresh never rea...,Positive,33.8%,32.7%,33.5%
7547,bakers german sweet chocolate wonderful stars delivery perfect however price way...,Negative,23.4%,1.8%,74.8%
7548,dogs go crazy treats flavor every treat cani vitalis makes dogs papillons pounds...,Positive,79.0%,7.8%,13.2%
7549,good mild tea would prefer bulk bags ok...,Negative,4.4%,9.0%,86.5%
7550,bought shelf quick meal rich suspect would fare better cup appetizer full meal m...,Negative,34.5%,1.5%,64.0%
7551,take oatmeal work breakfast mornings sell yhis work cup imagine much money save...,Neutral,27.5%,43.5%,28.9%
7552,hulls popcorn ive ever used found tough couple bites ended throwing amazon gave ...,Positive,64.8%,0.7%,34.5%
7553,product crumbly cookie beagle ate days refused thought digestive system bit disr...,Negative,11.3%,27.1%,61.6%
7554,peanut butter addict absolutely love using daily protein shakes flavor delicious...,Negative,14.6%,30.6%,54.9%
7555,tried flavor enhancers water founded tasted artificial took away flavor regular ...,Positive,80.5%,17.9%,1.6%
7556,taste nice made stomach hurt gave bit flatulence issues chicory root fiber also ...,Negative,24.4%,35.3%,40.3%
7557,grew drinking tea mom brought home ireland visited ireland kid got addicted tea ...,Positive,48.2%,15.8%,36.0%
7558,food awesome even though year old weight issues dogs love itbr br problem bag ar...,Neutral,38.7%,49.0%,12.3%
7559,great medium tasting coffee smooth harsh taste drink black miss flavor buying au...,Positive,74.8%,4.2%,21.0%
7560,best pancake mix ever tried many gluten free brands exceeds price great...,Neutral,35.6%,42.1%,22.3%
7561,nice flavor darker brew prefer french italian roasts best far would definitely b...,Negative,28.3%,0.3%,71.4%
7562,good good remember kid south stopped stuckeys time short trip around state pecan...,Neutral,36.6%,60.0%,3.4%
